Lemma,Gloss,IPA,PoS,Etymology,Notes,Tags,Related Words
aila,day,aɪla,noun,Derived from Middle Esti: ãilah /ʌilah/ < Derived from Old Esti: iilak /ɪilak/ < Derived from Classical Esti: īlâk /iːlɑk/ < Derived from Proto-Astiga: īlok /iːlok/,,,
omau,night,ɔmau,noun,Derived from Middle Esti: omãuh /omʌuh/ < Derived from Old Esti: oməus /ɔməus/ < Derived from Classical Esti: omūs /ɔmuːs/ < Derived from Proto-Astiga: umūs /umuːs/,,,
ornomo,pedal,ɔɾnɔmɔ,noun,Derived from Middle Esti: odnomo /od̚nomo/ < Derived from Old Esti: odnomo /ɔd̚nɔmɔ/ < Derived from Classical Esti: ənnəmo /ənnəmɔ/ < Derived from Proto-Astiga: innimu /innimu/,,,
vaidro,city,vaɪdɾɔ,noun,Derived from Middle Esti: vãinroh /βʌinɾoh/ < Derived from Old Esti: wiinros /wɪinɾɔs/ < Derived from Classical Esti: vīnrəs /wiːnɾəs/ < Derived from Proto-Astiga: vīnŕs /ʋiːnɾ̩s/,,,
ačon,travel,at͡ʃɔn,noun,Derived from Middle Esti: ačon /at͡ʃon/ < Derived from Old Esti: aćon /at͡ɕɔn/ < Derived from Classical Esti: âcən /ɑcən/ < Derived from Proto-Astiga: okʲin /okʲin/,,,
gi,I,gɪ,pronoun,Derived from Middle Esti: gi /gɪ/ < Derived from Old Esti: gi /gɪ/ < Derived from Classical Esti: gə /gə/ < Derived from Proto-Astiga: dʷi /dʷi/,,,
broti,you.s,bɾɔtɪ,pronoun,Derived from Middle Esti: mnoti /mɾ̃otɪ/ < Derived from Old Esti: mnoti /mnɔtɪ/ < Derived from Classical Esti: mnəti /mnətɪ/ < Derived from Proto-Astiga: mńte /mn̩te/,,,
orvi,it,ɔɾvɪ,pronoun,Derived from Middle Esti: ōrui /ɔːɾwɪ/ < Derived from Old Esti: ārwi /ɒːɾwɪ/ < Derived from Classical Esti: ārvə /aːɾwə/ < Derived from Proto-Astiga: ārvi /aːɾʋi/,,,
kak,we,kak,pronoun,Derived from Middle Esti: kag /kag/ < Derived from Old Esti: kag /kag/ < Derived from Classical Esti: kâg /kɑg/ < Derived from Proto-Astiga: kodʷ /kodʷ/,,,
siru,you.p,sɪɾu,pronoun,Derived from Middle Esti: sirou /sɪɾou/ < Derived from Old Esti: sirō /sɪɾoː/ < Derived from Classical Esti: sirō /sɪɾoː/ < Derived from Proto-Astiga: serō /seɾoː/,,,
onč,they,ɔnt͡ʃ,pronoun,Derived from Middle Esti: onč /ont͡ʃ/ < Derived from Old Esti: onć /ɔnt͡ɕ/ < Derived from Classical Esti: ənc /ənc/ < Derived from Proto-Astiga: intʲ /intʲ/,,,
rijin,go,ɾɪ.ɪn,verb,Derived from Middle Esti: rīuin /ɾiːɰɪn/ < Derived from Old Esti: rīwin /ɾiːwɪn/ < Derived from Classical Esti: rēvin /ɾeːwɪn/ < Derived from Proto-Astiga: rēven /ɾeːʋen/,,,
numin,speak,numɪn,verb,Derived from Middle Esti: noumin /noumɪn/ < Derived from Old Esti: nōmin /noːmɪn/ < Derived from Classical Esti: nōmin /noːmɪn/ < Derived from Proto-Astiga: nōmen /noːmen/,,,
ekin,do,ɛkɪn,verb,Derived from Middle Esti: ekin /ɛkɪn/ < Derived from Old Esti: ekin /ɛkɪn/ < Derived from Classical Esti: akin /ækɪn/ < Derived from Proto-Astiga: aken /aken/,,,
tomon,help,tɔmɔn,verb,Derived from Middle Esti: tōmon /tɔːmon/ < Derived from Old Esti: tāmon /tɒːmɔn/ < Derived from Classical Esti: tāmon /taːmɔn/ < Derived from Proto-Astiga: tāmun /taːmun/,,,
pestin,see,pɛstɪn,verb,Derived from Middle Esti: pestin /pɛstɪn/ < Derived from Old Esti: pestin /pɛstɪn/ < Derived from Classical Esti: pastin /pæstɪn/ < Derived from Proto-Astiga: pasten /pasten/,,,
saubin,like,saubɪn,verb,Derived from Middle Esti: sãubin /sʌubɪn/ < Derived from Old Esti: səubin /səubɪn/ < Derived from Classical Esti: sūbin /suːbɪn/ < Derived from Proto-Astiga: sūgʷen /suːgʷen/,,,
men,be,mɛn,verb,Derived from Middle Esti: men /mɛn/ < Derived from Old Esti: men /mɛn/ < Derived from Classical Esti: man /mæn/ < Derived from Proto-Astiga: man /man/,,,
son,NEG,sɔn,particle,Derived from Middle Esti: son /son/ < Derived from Old Esti: son /sɔn/ < Derived from Classical Esti: sən /sən/ < Derived from Proto-Astiga: sin /sin/,,,
tomin,want,tɔmɪn,verb,Derived from Middle Esti: tomin /tomɪn/ < Derived from Old Esti: tomin /tɔmɪn/ < Derived from Classical Esti: tomin /tɔmɪn/ < Derived from Proto-Astiga: tumen /tumen/,,,
jaunegin,lick,jaunɛgɪn,verb,Derived from Middle Esti: jãunegin /jʌunɛgɪn/ < Derived from Old Esti: jəunegin /jəunɛgɪn/ < Derived from Classical Esti: jūnagin /juːnægɪn/ < Derived from Proto-Astiga: jūnadʷen /juːnadʷen/,,,
vebin,give,vɛbɪn,verb,Derived from Middle Esti: vebin /βɛbɪn/ < Derived from Old Esti: webin /wɛbɪn/ < Derived from Classical Esti: vabin /wæbɪn/ < Derived from Proto-Astiga: vagʷen /ʋagʷen/,,,
etravin,fill,ɛtɾavɪn,verb,Derived from Middle Esti: etrauin /ɛtɾawɪn/ < Derived from Old Esti: etrawin /ɛtɾawɪn/ < Derived from Classical Esti: atrâvin /ætɾɑwɪn/ < Derived from Proto-Astiga: atroven /atɾoʋen/,,,
čjorosin,love,t͡ʃjɔɾɔsɪn,verb,Derived from Middle Esti: člorōsin /t͡ʃloɾɔːsɪn/ < Derived from Old Esti: ćlorāsin /t͡ɕlɔɾɒːsɪn/ < Derived from Classical Esti: clərāsin /cləɾaːsɪn/ < Derived from Proto-Astiga: kʲĺrāsen /kʲl̩ɾaːsen/,,,
roti,more,ɾɔtɪ,adjective,Derived from Middle Esti: rotīm /ɾotiːm/ < Derived from Old Esti: rotīm /ɾɔtiːm/ < Derived from Classical Esti: rətēm /ɾəteːm/ < Derived from Proto-Astiga: ŕtēm /ɾ̩teːm/,,,
čapin,follow,t͡ʃapɪn,verb,Derived from Middle Esti: čapin /t͡ʃapɪn/ < Derived from Old Esti: ćapin /t͡ɕapɪn/ < Derived from Classical Esti: câpin /cɑpɪn/ < Derived from Proto-Astiga: kʲopen /kʲopen/,,,
virin,have,vɪɾɪn,verb,Derived from Middle Esti: virin /βɪɾɪn/ < Derived from Old Esti: wirin /wɪɾɪn/ < Derived from Classical Esti: virin /wɪɾɪn/ < Derived from Proto-Astiga: veren /ʋeɾen/,,,
nomin,buy,nɔmɪn,verb,Derived from Middle Esti: nomin /nomɪn/ < Derived from Old Esti: nongin /nɔŋɪn/ < Derived from Classical Esti: nongin /nɔngɪn/ < Derived from Proto-Astiga: nundʷen /nundʷen/,,,
soten,deceive,sɔtɛn,verb,Derived from Middle Esti: msoten /msotɛn/ < Derived from Old Esti: msoten /msɔtɛn/ < Derived from Classical Esti: msətan /msətæn/ < Derived from Proto-Astiga: mśtan /ms̩tan/,,,
erulin,kick,ɛɾulɪn,verb,Derived from Middle Esti: eroulin /ɛɾoulɪn/ < Derived from Old Esti: erōlin /ɛɾoːlɪn/ < Derived from Classical Esti: arōlin /æɾoːlɪn/ < Derived from Proto-Astiga: arōlen /aɾoːlen/,,,
ilčin,hate,ɪlt͡ʃɪn,verb,Derived from Middle Esti: ilčin /ɪlt͡ʃɪn/ < Derived from Old Esti: ilćin /ɪlt͡ɕɪn/ < Derived from Classical Esti: ilcin /ɪlcɪn/ < Derived from Proto-Astiga: elkʲen /elkʲen/,,,
brobenin,listen,bɾɔbɛnɪn,verb,Derived from Middle Esti: brobenin /bɾobɛnɪn/ < Derived from Old Esti: brobenin /bɾɔbɛnɪn/ < Derived from Classical Esti: brəbanin /bɾəbænɪn/ < Derived from Proto-Astiga: gʷŕgʷanen /gʷɾ̩gʷanen/,,,
sibren,pay,sɪbɾɛn,verb,Derived from Middle Esti: sīmren /siːmɾɛn/ < Derived from Old Esti: sīmren /siːmɾɛn/ < Derived from Classical Esti: sēmran /seːmɾæn/ < Derived from Proto-Astiga: sēmran /seːmɾan/,,,
tosin,choose,tɔsɪn,verb,Derived from Middle Esti: tōsin /tɔːsɪn/ < Derived from Old Esti: tāsin /tɒːsɪn/ < Derived from Classical Esti: tāsin /taːsɪn/ < Derived from Proto-Astiga: taisen /taisen/,,,
ojotroin,ride,ɔjɔtɾɔɪn,verb,Derived from Middle Esti: ojōlroin /ojɔːlɾoɪn/ < Derived from Old Esti: ojālroin /ɔjɒːlɾɔɪn/ < Derived from Classical Esti: ojālrəin /ɔjaːlɾəɪn/ < Derived from Proto-Astiga: ujālŕen /ujaːlɾ̩en/,,,
ilumin,know,ɪlumɪn,verb,Derived from Middle Esti: iloumin /ɪloumɪn/ < Derived from Old Esti: ilōmin /ɪloːmɪn/ < Derived from Classical Esti: ilōmin /ɪloːmɪn/ < Derived from Proto-Astiga: elōmen /eloːmen/,,,
morsi,world,mɔɾsɪ,noun,Derived from Middle Esti: mōrsi /mɔːɾsɪ/ < Derived from Old Esti: mārsi /mɒːɾsɪ/ < Derived from Classical Esti: mārsə /maːɾsə/ < Derived from Proto-Astiga: mārś /maːɾs̩/,,,
šorobi,river,ʃɔɾɔbɪ,noun,Derived from Middle Esti: xorobi /xoɾobɪ/ < Derived from Old Esti: khorobi /kʰɔɾɔbɪ/ < Derived from Classical Esti: ksərobə /ksəɾɔbə/ < Derived from Proto-Astiga: kśrugʷi /ks̩ɾugʷi/,,,
tor,beside,tɔɾ,adjective,Derived from Middle Esti: tor /toɾ/ < Derived from Old Esti: tor /tɔɾ/ < Derived from Classical Esti: tor /tɔɾ/ < Derived from Proto-Astiga: tur /tuɾ/,,,
not,village,nɔt,noun,Derived from Middle Esti: nōd /nɔːd/ < Derived from Old Esti: nād /nɒːd/ < Derived from Classical Esti: nād /naːd/ < Derived from Proto-Astiga: nād /naːd/,,,
mjoko,new,mjɔkɔ,adjective,Derived from Middle Esti: mloko /mloko/ < Derived from Old Esti: mloko /mlɔkɔ/ < Derived from Classical Esti: mləko /mləkɔ/ < Derived from Proto-Astiga: mĺku /ml̩ku/,,,
pege,island,pɛgɛ,noun,Derived from Middle Esti: pege /pɛgɛ/ < Derived from Old Esti: pege /pɛgɛ/ < Derived from Classical Esti: paga /pægæ/ < Derived from Proto-Astiga: padʷa /padʷa/,,,
jenoso,horizon,jɛnɔsɔ,noun,Derived from Middle Esti: jenōsoh /jɛnɔːsoh/ < Derived from Old Esti: jenāsos /jɛnɒːsɔs/ < Derived from Classical Esti: janāsəs /jænaːsəs/ < Derived from Proto-Astiga: janāsis /janaːsis/,,,
